Stack usage report (sorted by stack size):

Stack Size  Function                                  File           
32          arg_setIsWeakRef                          dataArg.h      
32          arg_getContent                            dataArg.h      
32          obj_getFlag                               PikaObj.h      
32          obj_setFlag                               PikaObj.h      
32          arg_newObj                                PikaObj.h      
32          arg_newRef                                PikaObj.h      
32          obj_deinit_no_del                         PikaObj.c      
32          obj_setName                               PikaObj.c      
32          obj_getMethodArgWithFullPath              PikaObj.c      
32          obj_getMethodArg                          PikaObj.c      
32          removeMethodInfo                          PikaObj.c      
32          signal_handler                            PikaObj.c      
32          obj_newObjInPackage                       PikaObj.c      
32          methodArg_getProp                         PikaObj.c      
32          _update_proxy                             PikaObj.c      
32          obj_run                                   PikaObj.c      
32          __clearBuff                               PikaObj.c      
32          _obj_runChar_beforeRun                    PikaObj.c      
32          pikaScriptShell_withGetchar               PikaObj.c      
32          shConfig_deinit                           PikaObj.c      
32          pikaPythonShell                           PikaObj.c      
32          obj_setErrorCode                          PikaObj.c      
32          method_returnBytes                        PikaObj.c      
32          method_returnStr                          PikaObj.c      
32          method_returnInt                          PikaObj.c      
32          method_returnBool                         PikaObj.c      
32          method_returnFloat                        PikaObj.c      
32          method_returnPtr                          PikaObj.c      
32          method_returnArg                          PikaObj.c      
32          method_getInt                             PikaObj.c      
32          method_getFloat                           PikaObj.c      
32          method_getStr                             PikaObj.c      
32          pikaGC_countMarked                        PikaObj.c      
32          pikaGC_printFreeList                      PikaObj.c      
32          obj_dump                                  PikaObj.c      
32          New_PikaObj                               PikaObj.c      
32          obj_linkLibObj                            PikaObj.c      
32          obj_runFile                               PikaObj.c      
32          obj_runSingleFile                         PikaObj.c      
32          arg_getObj                                PikaObj.c      
32          pika_eventListener_init                   PikaObj.c      
32          pika_eventListener_deinit                 PikaObj.c      
32          __eventListener_runEvent_dataInt          PikaObj.c      
32          _thread_event                             PikaObj.c      
32          pika_getVersion                           PikaObj.c      
32          obj_getStruct                             PikaObj.c      
32          obj_cacheStr                              PikaObj.c      
32          _obj_updateProxyFlag                      PikaObj.c      
32          builtins_type                             PikaObj.c      
32          arg_isList                                PikaObj.c      
32          arg_isDict                                PikaObj.c      
32          arg_isTuple                               PikaObj.c      
32          builtins_dict                             PikaObj.c      
32          builtins_exec                             PikaObj.c      
32          builtins_exit                             PikaObj.c      
32          builtins_help                             PikaObj.c      
32          builtins_reboot                           PikaObj.c      
32          builtins_clear                            PikaObj.c      
32          builtins_gcdump                           PikaObj.c      
32          builtins_max                              PikaObj.c      
32          builtins_min                              PikaObj.c      
32          builtins_StringObj___next__               PikaObj.c      
32          builtins_bytearray___init__               PikaObj.c      
32          builtins_bytearray___iter__               PikaObj.c      
32          builtins_bytearray___len__                PikaObj.c      
32          builtins_bytearray___contains__           PikaObj.c      
32          New_PikaDict                              PikaObj.c      
32          pikaList_deinit                           PikaObj.c      
32          pikaTuple_deinit                          PikaObj.c      
32          pikaTuple_getArg                          PikaObj.c      
32          pikaTuple_getSize                         PikaObj.c      
32          pikaTuple_getInt                          PikaObj.c      
32          pikaTuple_getBool                         PikaObj.c      
32          pikaTuple_getFloat                        PikaObj.c      
32          pikaTuple_getStr                          PikaObj.c      
32          pikaTuple_getPtr                          PikaObj.c      
32          pikaTuple_getType                         PikaObj.c      
32          _pikaDict_setVal                          PikaObj.c      
32          pikaDict_removeArg                        PikaObj.c      
32          pikaDict_reverse                          PikaObj.c      
32          pikaDict_getInt                           PikaObj.c      
32          pikaDict_getBool                          PikaObj.c      
32          pikaDict_getFloat                         PikaObj.c      
32          pikaDict_getStr                           PikaObj.c      
32          pikaDict_getPtr                           PikaObj.c      
32          pikaDict_getSize                          PikaObj.c      
32          pikaDict_getArgByidex                     PikaObj.c      
32          pikaDict_get                              PikaObj.c      
32          pikaDict_isArgExist                       PikaObj.c      
32          pikaDict_getBytes                         PikaObj.c      
32          pikaDict_getType                          PikaObj.c      
32          pikaDict_getBytesSize                     PikaObj.c      
32          pikaDict_deinit                           PikaObj.c      
32          arg_newInt                                dataArg.h      
32          arg_newFloat                              dataArg.h      
32          arg_newStr                                dataArg.h      
32          queue_init                                dataQueue.c    
32          New_queue                                 dataQueue.c    
32          queue_pushInt                             dataQueue.c    
32          queue_popInt                              dataQueue.c    
32          queue_pushFloat                           dataQueue.c    
32          queue_popFloat                            dataQueue.c    
32          queue_pushStr                             dataQueue.c    
32          queue_popStr                              dataQueue.c    
32          byteQueue_resetPeek                       dataQueue.c    
32          byteQueue_dropAllPeeked                   dataQueue.c    
32          linkNode_deinit                           dataLinkNode.c 
32          pikaFree                                  dataMemory.c   
32          strCountSign                              dataString.c   
32          strGetTokenNum                            dataString.c   
32          strGetSize                                dataString.c   
32          strEqu                                    dataString.c   
32          strIsContain                              dataString.c   
32          strCopy                                   dataString.c   
32          arg_newStr                                dataArg.h      
32          TokenStream_getSize                       PikaParser.c   
32          TokenStream_pop                           PikaParser.c   
32          Cursor_iterStart                          PikaParser.c   
32          _Cursor_init                              PikaParser.c   
32          Cursor_iterEnd                            PikaParser.c   
32          Cursor_deinit                             PikaParser.c   
32          _Cursor_parse                             PikaParser.c   
32          _Cursor_beforeIter                        PikaParser.c   
32          Token_isBranketStart                      PikaParser.c   
32          Token_isBranketEnd                        PikaParser.c   
32          Token_isBranket                           PikaParser.c   
32          AST_getNodeAttr                           PikaParser.c   
32          AST_setNodeBlock                          PikaParser.c   
32          AST_getThisBlock                          PikaParser.c   
32          AST_parseSubStmt                          PikaParser.c   
32          Parser_getSubStmtNum                      PikaParser.c   
32          Suger_not_in                              PikaParser.c   
32          Suger_is_not                              PikaParser.c   
32          AST_getBlockDeepthNow                     PikaParser.c   
32          line2Ast                                  PikaParser.c   
32          Parser_linePreProcess                     PikaParser.c   
32          parser_lines2Asm                          PikaParser.c   
32          pika_file2Asm                             PikaParser.c   
32          parser_file2Doc                           PikaParser.c   
32          parser_lines2Doc                          PikaParser.c   
32          parser_ast2Asm                            PikaParser.c   
32          AST_deinit                                PikaParser.c   
32          parser_create                             PikaParser.c   
32          parser_deinit                             PikaParser.c   
32          arg_getType                               dataArg.h      
32          constPool_getByOffset                     PikaVM.h       
32          LibObj_deinit                             PikaCompiler.c 
32          LibObj_listModules                        PikaCompiler.c 
32          __foreach_handler_getModuleNum            PikaCompiler.c 
32          LibObj_printModules                       PikaCompiler.c 
32          New_PikaMaker                             PikaCompiler.c 
32          pikaMaker_setPWD                          PikaCompiler.c 
32          pikaMaker_printStates                     PikaCompiler.c 
32          pikaMaker_linkCompiledModulesFullPath     PikaCompiler.c 
32          pikaMaker_linkCompiledModules             PikaCompiler.c 
32          pikafs_fclose                             PikaCompiler.c 
32          arg_getNameHash                           dataArg.h      
32          arg_getType                               dataArg.h      
32          arg_newStr                                dataArg.h      
32          arg_setNext                               dataArg.h      
32          arg_getSize                               dataArg.h      
32          arg_isSerialized                          dataArg.h      
32          arg_getIsKeyword                          dataArg.h      
32          arg_getIsWeakRef                          dataArg.h      
32          arg_setIsWeakRef                          dataArg.h      
32          arg_getContent                            dataArg.h      
32          _arg_cache_push                           dataArg.c      
32          arg_getTotleSize                          dataArg.c      
32          arg_freeContent                           dataArg.c      
32          arg_setName                               dataArg.c      
32          arg_getBytes                              dataArg.c      
32          arg_setNone                               dataArg.c      
32          arg_getFloat                              dataArg.c      
32          arg_getInt                                dataArg.c      
32          arg_getPtr                                dataArg.c      
32          arg_getStr                                dataArg.c      
32          arg_getContentSize                        dataArg.c      
32          arg_getHeapStruct                         dataArg.c      
32          arg_deinit                                dataArg.c      
32          arg_newStr                                dataArg.h      
32          strsPopLine                               dataStrs.c     
32          strsDeinit                                dataStrs.c     
32          strsFilePreProcess                        dataStrs.c     
32          arg_getNameHash                           dataArg.h      
32          arg_getType                               dataArg.h      
32          arg_newInt                                dataArg.h      
32          arg_newPtr                                dataArg.h      
32          arg_newStr                                dataArg.h      
32          arg_setNext                               dataArg.h      
32          arg_isSerialized                          dataArg.h      
32          arg_getContent                            dataArg.h      
32          args_deinit                               dataArgs.c     
32          args_deinit_stack                         dataArgs.c     
32          args_getSize                              dataArgs.c     
32          args_isArgExist_hash                      dataArgs.c     
32          args_isArgExist                           dataArgs.c     
32          args_setArg                               dataArgs.c     
32          args_getNode                              dataArgs.c     
32          args_removeArg                            dataArgs.c     
32          args_removeArg_notDeinitArg               dataArgs.c     
32          args_cacheStr                             dataArgs.c     
32          New_queueObj                              dataQueueObj.c 
32          queueObj_init                             dataQueueObj.c 
32          arg_getType                               dataArg.h      
32          arg_newInt                                dataArg.h      
32          arg_newStr                                dataArg.h      
32          arg_newBytes                              dataArg.h      
32          arg_isSerialized                          dataArg.h      
32          arg_getIsKeyword                          dataArg.h      
32          arg_getIsStarred                          dataArg.h      
32          arg_getIsDoubleStarred                    dataArg.h      
32          arg_getContent                            dataArg.h      
32          obj_getFlag                               PikaObj.h      
32          obj_setFlag                               PikaObj.h      
32          arg_newObj                                PikaObj.h      
32          constPool_getByOffset                     PikaVM.h       
32          PikaVMFrame_getConstWithInstructUnit      PikaVM.h       
32          instructArray_getByOffset                 PikaVM.h       
32          PikaVMFrame_getInstructUnitWithOffset     PikaVM.h       
32          pika_GIL_ENTER                            PikaVM.c       
32          _VM_lock_init                             PikaVM.c       
32          _VMEvent_deinit                           PikaVM.c       
32          PikaVMFrame_getInstructWithOffset         PikaVM.c       
32          PikaVMFrame_getConstWithOffset            PikaVM.c       
32          arg_getLen                                PikaVM.c       
32          byteCodeFrame_getNameHash                 PikaVM.c       
32          _cache_bcf_fn                             PikaVM.c       
32          _cache_bcf_fn_bc                          PikaVM.c       
32          constPool_update                          PikaVM.c       
32          constPool_deinit                          PikaVM.c       
32          constPool_getNext                         PikaVM.c       
32          byteCodeFrame_init                        PikaVM.c       
32          byteCodeFrame_setName                     PikaVM.c       
32          byteCodeFrame_loadByteCode                PikaVM.c       
32          byteCodeFrame_deinit                      PikaVM.c       
32          instructArray_deinit                      PikaVM.c       
32          instructArray_append                      PikaVM.c       
32          instructArray_update                      PikaVM.c       
32          byteCodeFrame_print                       PikaVM.c       
32          pika_hook_unused_stack_arg                PikaVM.c       
32          pikaVM_runByteCodeFrame                   PikaVM.c       
32          byteCodeFrame_printAsArray                PikaVM.c       
32          pika_platform_malloc                      PikaPlatform.c 
32          pika_platform_realloc                     PikaPlatform.c 
32          pika_platform_calloc                      PikaPlatform.c 
32          pika_platform_free                        PikaPlatform.c 
32          pika_user_malloc                          PikaPlatform.c 
32          pika_user_free                            PikaPlatform.c 
32          pika_platform_fflush                      PikaPlatform.c 
32          pika_platform_putchar                     PikaPlatform.c 
32          pika_platform_fopen                       PikaPlatform.c 
32          pika_platform_fclose                      PikaPlatform.c 
32          pika_platform_ftell                       PikaPlatform.c 
32          pika_platform_sleep_ms                    PikaPlatform.c 
32          pika_platform_thread_stop                 PikaPlatform.c 
32          pika_platform_thread_start                PikaPlatform.c 
32          pika_platform_thread_destroy              PikaPlatform.c 
32          pika_platform_thread_exit                 PikaPlatform.c 
32          pika_platform_thread_mutex_init           PikaPlatform.c 
32          pika_platform_thread_mutex_lock           PikaPlatform.c 
32          pika_platform_thread_mutex_trylock        PikaPlatform.c 
32          pika_platform_thread_mutex_unlock         PikaPlatform.c 
32          pika_platform_thread_mutex_destroy        PikaPlatform.c 
32          pika_platform_thread_timer_usleep         PikaPlatform.c 
32          arg_setNext                               dataArg.h      
32          link_deinit                               dataLink.c     
32          link_deinit_stack                         dataLink.c     
32          link_removeNode                           dataLink.c     
32          link_removeNode_notDeinitNode             dataLink.c     
32          arg_getType                               dataArg.h      
32          arg_newStr                                dataArg.h      
32          arg_isSerialized                          dataArg.h      
32          arg_getContent                            dataArg.h      
32          _stack_overflow_handler                   dataStack.c    
32          stack_getSpStart                          dataStack.c    
32          stack_getSpSizeStart                      dataStack.c    
32          stack_reset                               dataStack.c    
32          _stack_init                               dataStack.c    
32          stack_init                                dataStack.c    
32          stack_pushSize                            dataStack.c    
32          stack_pushArg                             dataStack.c    
32          stack_popArg_alloc                        dataStack.c    
32          stack_popArg                              dataStack.c    
24          argType_isIterable                        dataArg.h      
24          shHistory_getPrev                         PikaObj.c      
24          shHistory_getNext                         PikaObj.c      
24          obj_enableGC                              PikaObj.c      
24          strGetLineNum                             dataString.c   
24          LexToken_update                           PikaParser.c   
24          argType_isEqual                           dataArg.h      
24          PikaVMFrame_getInstructArraySize          PikaVM.h       
24          PikaVMFrame_getInstructNow                PikaVM.h       
24          constPool_getNow                          PikaVM.c       
24          instructArray_getNow                      PikaVM.c       
24          instructArray_getNext                     PikaVM.c       
16          arg_setType                               dataArg.h      
16          arg_newNone                               dataArg.h      
16          argType_isObject                          dataArg.h      
16          argType_isCallable                        dataArg.h      
16          argType_isObjectMethod                    dataArg.h      
16          argType_isObjectMethodActive              dataArg.h      
16          argType_isConstructor                     dataArg.h      
16          obj_clearFlag                             PikaObj.h      
16          obj_refcntDec                             PikaObj.h      
16          obj_refcntInc                             PikaObj.h      
16          obj_refcntNow                             PikaObj.h      
16          obj_getClass                              PikaObj.c      
16          disable_raw_mode                          PikaObj.c      
16          shHistory_get                             PikaObj.c      
16          pikaShellSetEcho                          PikaObj.c      
16          pikaGC_getLast                            PikaObj.c      
16          pikaGC_count                              PikaObj.c      
16          obj_checkAlive                            PikaObj.c      
16          pikaGC_checkThreshold                     PikaObj.c      
16          pikaGC_append                             PikaObj.c      
16          pikaGC_lock                               PikaObj.c      
16          pikaGC_unlock                             PikaObj.c      
16          pikaGC_islock                             PikaObj.c      
16          pika_printVersion                         PikaObj.c      
16          builtins_ord                              PikaObj.c      
16          obj_getBuiltins                           PikaObj.c      
16          New_PikaList                              PikaObj.c      
16          New_PikaTuple                             PikaObj.c      
16          _sub_I_00100_0                            PikaObj.c      
16          _sub_D_00100_1                            PikaObj.c      
16          byteQueue_getPeekedNumber                 dataQueue.c    
16          byteQueue_peekAvailableCount              dataQueue.c    
16          _sub_I_00100_0                            dataQueue.c    
16          _sub_D_00100_1                            dataQueue.c    
16          _sub_I_00100_0                            dataLinkNode.c 
16          _sub_D_00100_1                            dataLinkNode.c 
16          pikaMemNow                                dataMemory.c   
16          pikaMemMax                                dataMemory.c   
16          pikaMemMaxReset                           dataMemory.c   
16          mem_pool_init                             dataMemory.c   
16          _mem_cache_deinit                         dataMemory.c   
16          mem_pool_deinit                           dataMemory.c   
16          _sub_I_00100_0                            dataMemory.c   
16          _sub_D_00100_1                            dataMemory.c   
16          _strCountSign                             dataString.c   
16          strReplaceChar                            dataString.c   
16          strGetLineSize                            dataString.c   
16          _sub_I_00100_0                            dataString.c   
16          _sub_D_00100_1                            dataString.c   
16          instructUnit_setBlockDeepth               PikaVM.h       
16          instructUnit_setConstPoolIndex            PikaVM.h       
16          instructUnit_setInvokeDeepth              PikaVM.h       
16          instructUnit_setInstruct                  PikaVM.h       
16          instructUnit_setIsNewLine                 PikaVM.h       
16          constPool_getLastOffset                   PikaVM.h       
16          Token_getType                             PikaParser.c   
16          Token_getPyload                           PikaParser.c   
16          LexToken_init                             PikaParser.c   
16          AST_create                                PikaParser.c   
16          _sub_I_00100_0                            PikaParser.c   
16          _sub_D_00100_1                            PikaParser.c   
16          argType_isObject                          dataArg.h      
16          instructUnit_getInstructIndex             PikaVM.h       
16          constPool_getStart                        PikaVM.h       
16          instructUnit_getSize                      PikaVM.h       
16          _check_magic_code_pyo                     PikaCompiler.c 
16          __handler_instructArray_output_none       PikaCompiler.c 
16          _loadModuleDataWithIndex                  PikaCompiler.c 
16          pikafs_fwrite                             PikaCompiler.c 
16          _sub_I_00100_0                            PikaCompiler.c 
16          _sub_D_00100_1                            PikaCompiler.c 
16          arg_setType                               dataArg.h      
16          arg_getNext                               dataArg.h      
16          arg_setSerialized                         dataArg.h      
16          arg_setIsKeyword                          dataArg.h      
16          argType_isObject                          dataArg.h      
16          argType_isCallable                        dataArg.h      
16          argType_isConstructor                     dataArg.h      
16          _argType_or                               dataArg.h      
16          obj_refcntDec                             PikaObj.h      
16          obj_refcntInc                             PikaObj.h      
16          _arg_cache_pop                            dataArg.c      
16          arg_init_stack                            dataArg.c      
16          arg_totleSize                             dataArg.c      
16          New_arg                                   dataArg.c      
16          _sub_I_00100_0                            dataArg.c      
16          _sub_D_00100_1                            dataArg.c      
16          New_strBuff                               dataStrs.c     
16          _sub_I_00100_0                            dataStrs.c     
16          _sub_D_00100_1                            dataStrs.c     
16          arg_setType                               dataArg.h      
16          arg_newNone                               dataArg.h      
16          arg_getNext                               dataArg.h      
16          _sub_I_00100_0                            dataArgs.c     
16          _sub_D_00100_1                            dataArgs.c     
16          _sub_I_00100_0                            dataQueueObj.c 
16          _sub_D_00100_1                            dataQueueObj.c 
16          arg_setType                               dataArg.h      
16          arg_newNone                               dataArg.h      
16          arg_setIsKeyword                          dataArg.h      
16          arg_setIsStarred                          dataArg.h      
16          arg_setIsDoubleStarred                    dataArg.h      
16          argType_isObject                          dataArg.h      
16          argType_isCallable                        dataArg.h      
16          argType_isConstructor                     dataArg.h      
16          argType_isNative                          dataArg.h      
16          _argType_or                               dataArg.h      
16          obj_clearFlag                             PikaObj.h      
16          obj_refcntInc                             PikaObj.h      
16          instructUnit_getBlockDeepth               PikaVM.h       
16          instructUnit_getInvokeDeepth              PikaVM.h       
16          instructUnit_getInstructIndex             PikaVM.h       
16          instructUnit_getConstPoolIndex            PikaVM.h       
16          instructUnit_getIsNewLine                 PikaVM.h       
16          constPool_getStart                        PikaVM.h       
16          instructArray_getStart                    PikaVM.h       
16          instructArray_getSize                     PikaVM.h       
16          instructUnit_getSize                      PikaVM.h       
16          pika_GIL_isInit                           PikaVM.c       
16          pika_GIL_EXIT                             PikaVM.c       
16          pika_GIL_deinit                           PikaVM.c       
16          _VM_is_first_lock                         PikaVM.c       
16          _VMEvent_getVMCnt                         PikaVM.c       
16          _VMEvent_getEventPickupCnt                PikaVM.c       
16          _ecq_isEmpty                              PikaVM.c       
16          _ecq_isFull                               PikaVM.c       
16          VMSignal_getCtrl                          PikaVM.c       
16          pika_vm_exit                              PikaVM.c       
16          pika_vm_exit_await                        PikaVM.c       
16          pika_vmSignal_setCtrlClear                PikaVM.c       
16          PikaVMFrame_setErrorCode                  PikaVM.c       
16          _checkLReg                                PikaVM.c       
16          _getLRegIndex                             PikaVM.c       
16          VM_instruction_handler_NON                PikaVM.c       
16          VM_instruction_handler_EXP                PikaVM.c       
16          VM_instruction_handler_NTR                PikaVM.c       
16          VM_instruction_handler_BRK                PikaVM.c       
16          VM_instruction_handler_CTN                PikaVM.c       
16          instructUnit_getInstruct                  PikaVM.c       
16          constPool_init                            PikaVM.c       
16          instructArray_init                        PikaVM.c       
16          instructUnit_init                         PikaVM.c       
16          __find_ins_str_in_ins_set                 PikaVM.c       
16          byteCodeFrame_getSize                     PikaVM.c       
16          pika_debug_check_break_hash               PikaVM.c       
16          _pikaVM_yield                             PikaVM.c       
16          _sub_I_00100_0                            PikaVM.c       
16          _sub_D_00100_1                            PikaVM.c       
16          _sub_I_00100_0                            BaseObj.c      
16          _sub_D_00100_1                            BaseObj.c      
16          _check_no_buff_format                     PikaPlatform.c 
16          pika_platform_disable_irq_handle          PikaPlatform.c 
16          pika_platform_enable_irq_handle           PikaPlatform.c 
16          pika_platform_error_handle                PikaPlatform.c 
16          pika_platform_panic_handle                PikaPlatform.c 
16          pika_is_locked_pikaMemory                 PikaPlatform.c 
16          pika_platform_tick_from_millisecond       PikaPlatform.c 
16          pika_platform_wait                        PikaPlatform.c 
16          pika_platform_getchar                     PikaPlatform.c 
16          pika_hook_instruct                        PikaPlatform.c 
16          pika_hook_arg_cache_filter                PikaPlatform.c 
16          pika_thread_idle_hook                     PikaPlatform.c 
16          pika_platform_thread_yield                PikaPlatform.c 
16          pika_platform_thread_self                 PikaPlatform.c 
16          pika_platform_thread_startup              PikaPlatform.c 
16          pika_platform_thread_timer_init           PikaPlatform.c 
16          pika_platform_thread_timer_now            PikaPlatform.c 
16          pika_platform_reboot                      PikaPlatform.c 
16          pika_platform_clear                       PikaPlatform.c 
16          pika_platform_abort_handler               PikaPlatform.c 
16          _sub_I_00100_0                            PikaPlatform.c 
16          _sub_D_00100_1                            PikaPlatform.c 
16          arg_getNext                               dataArg.h      
16          link_init                                 dataLink.c     
16          _sub_I_00100_0                            dataLink.c     
16          _sub_D_00100_1                            dataLink.c     
16          _sub_I_00100_0                            TinyObj.c      
16          _sub_D_00100_1                            TinyObj.c      
16          arg_setSerialized                         dataArg.h      
16          argType_isObject                          dataArg.h      
16          stack_popSize                             dataStack.c    
16          stack_checkArg                            dataStack.c    
16          stack_popPyload                           dataStack.c    
16          stack_getTop                              dataStack.c    
16          _sub_I_00100_0                            dataStack.c    
16          _sub_D_00100_1                            dataStack.c    
